height,weight,age,Cluster
183.0,79.0,59.0,0
206.0,99.0,58.0,1
203.0,104.0,58.0,1
196.0,86.0,59.0,0
193.0,86.0,58.0,0
188.0,92.0,59.0,0
203.0,95.0,59.0,1
208.0,104.0,56.0,1
180.0,69.0,59.0,0
211.0,104.0,58.0,1
206.0,102.0,58.0,1
188.0,81.0,59.0,0
193.0,90.0,59.0,0
216.0,113.0,58.0,2
190.0,77.0,60.0,0
193.0,92.0,58.0,0
198.0,86.0,59.0,0
196.0,90.0,61.0,0
196.0,88.0,58.0,0
201.0,113.0,59.0,2
198.0,110.0,61.0,2
203.0,108.0,58.0,1
198.0,92.0,58.0,0
193.0,86.0,61.0,0
208.0,102.0,61.0,1
198.0,95.0,62.0,1
193.0,88.0,58.0,0
190.0,81.0,58.0,0
201.0,95.0,58.0,1
206.0,97.0,59.0,1
203.0,88.0,59.0,0
196.0,88.0,61.0,0
203.0,106.0,59.0,1
203.0,106.0,59.0,1
201.0,97.0,58.0,1
185.0,81.0,59.0,0
206.0,99.0,65.0,1
216.0,106.0,60.0,1
211.0,115.0,58.0,2
203.0,95.0,59.0,1
188.0,81.0,63.0,0
203.0,102.0,59.0,1
188.0,90.0,62.0,0
208.0,102.0,60.0,1
190.0,86.0,58.0,0
203.0,99.0,59.0,1
188.0,88.0,87.0,0
206.0,108.0,60.0,1
208.0,98.0,61.0,1
198.0,90.0,58.0,0
203.0,108.0,58.0,1
188.0,82.0,80.0,0
188.0,81.0,59.0,0
208.0,108.0,57.0,1
188.0,83.0,83.0,0
201.0,89.0,58.0,0
213.0,108.0,57.0,1
203.0,95.0,57.0,1
193.0,86.0,59.0,0
203.0,97.0,57.0,1
185.0,72.0,57.0,0
198.0,99.0,57.0,0
208.0,97.0,58.0,1
203.0,95.0,57.0,1
198.0,81.0,59.0,0
211.0,97.0,57.0,1
213.0,108.0,57.0,1
198.0,86.0,56.0,0
198.0,96.0,60.0,1
208.0,104.0,58.0,1
185.0,81.0,57.0,0
206.0,92.0,58.0,1
201.0,97.0,58.0,1
196.0,95.0,62.0,1
196.0,95.0,62.0,1
208.0,104.0,59.0,1
211.0,108.0,57.0,1
196.0,86.0,57.0,0
196.0,88.0,57.0,0
196.0,100.0,58.0,1
208.0,113.0,58.0,1
213.0,106.0,65.0,1
190.0,86.0,58.0,0
180.0,80.0,57.0,0
206.0,92.0,57.0,1
206.0,108.0,57.0,1
196.0,86.0,58.0,0
203.0,99.0,60.0,1
213.0,107.0,58.0,1
211.0,104.0,58.0,1
193.0,86.0,59.0,0
185.0,79.0,58.0,0
190.0,86.0,58.0,0
203.0,92.0,57.0,1
203.0,108.0,58.0,1
206.0,99.0,58.0,1
188.0,86.0,57.0,0
208.0,104.0,58.0,1
206.0,102.0,58.0,1
208.0,107.0,56.0,1
208.0,113.0,57.0,1
218.0,108.0,58.0,2
193.0,95.0,57.0,0
201.0,92.0,60.0,1
216.0,97.0,57.0,1
193.0,81.0,57.0,0
190.0,81.0,58.0,0
190.0,81.0,57.0,0
188.0,88.0,59.0,0
206.0,113.0,58.0,1
216.0,117.0,57.0,2
203.0,103.0,57.0,1
201.0,95.0,57.0,1
201.0,95.0,57.0,1
213.0,120.0,57.0,2
203.0,102.0,59.0,1
198.0,95.0,59.0,1
206.0,104.0,57.0,1
218.0,117.0,61.0,2
206.0,108.0,57.0,1
188.0,79.0,64.0,0
208.0,104.0,57.0,1
201.0,95.0,57.0,1
196.0,95.0,59.0,1
190.0,83.0,78.0,0
190.0,83.0,78.0,0
206.0,120.0,56.0,2
183.0,76.0,55.0,0
183.0,79.0,58.0,0
203.0,92.0,57.0,1
208.0,115.0,56.0,2
196.0,86.0,57.0,0
203.0,99.0,57.0,1
180.0,81.0,55.0,0
198.0,90.0,56.0,0
190.0,81.0,56.0,0
203.0,99.0,60.0,1
185.0,74.0,56.0,0
208.0,104.0,57.0,1
208.0,101.0,57.0,1
208.0,124.0,61.0,2
183.0,83.0,57.0,0
196.0,97.0,56.0,0
211.0,104.0,56.0,1
206.0,106.0,56.0,1
211.0,108.0,58.0,1
208.0,95.0,85.0,1
201.0,104.0,56.0,1
208.0,99.0,58.0,1
198.0,90.0,58.0,0
196.0,95.0,55.0,0
206.0,97.0,59.0,1
213.0,104.0,56.0,1
198.0,92.0,58.0,0
183.0,81.0,60.0,0
178.0,79.0,57.0,0
218.0,117.0,56.0,2
196.0,90.0,61.0,0
218.0,120.0,56.0,2
196.0,88.0,57.0,0
196.0,83.0,56.0,0
190.0,79.0,57.0,0
190.0,83.0,57.0,0
193.0,90.0,60.0,0
185.0,86.0,57.0,0
218.0,111.0,59.0,2
196.0,92.0,56.0,0
203.0,99.0,56.0,1
201.0,102.0,56.0,1
188.0,81.0,56.0,0
183.0,68.0,56.0,0
196.0,95.0,56.0,0
203.0,106.0,58.0,1
213.0,129.0,55.0,2
188.0,86.0,105.0,0
203.0,97.0,67.0,1
201.0,90.0,56.0,0
203.0,99.0,57.0,1
203.0,99.0,57.0,1
193.0,86.0,57.0,0
188.0,77.0,58.0,0
193.0,79.0,56.0,0
190.0,79.0,56.0,0
193.0,83.0,57.0,0
203.0,111.0,58.0,2
206.0,97.0,59.0,1
206.0,99.0,55.0,1
206.0,106.0,56.0,1
193.0,88.0,56.0,0
183.0,79.0,56.0,0
198.0,113.0,55.0,2
201.0,97.0,59.0,1
196.0,90.0,56.0,0
201.0,101.0,55.0,1
198.0,90.0,55.0,0
185.0,83.0,56.0,0
203.0,106.0,56.0,1
185.0,83.0,56.0,0
208.0,124.0,60.0,2
201.0,92.0,58.0,1
196.0,83.0,55.0,0
198.0,85.0,55.0,0
190.0,77.0,55.0,0
201.0,95.0,58.0,1
203.0,108.0,55.0,1
213.0,110.0,56.0,2
185.0,83.0,55.0,0
208.0,108.0,56.0,1
208.0,115.0,56.0,2
206.0,99.0,55.0,1
196.0,113.0,56.0,2
206.0,102.0,55.0,1
198.0,99.0,55.0,0
170.0,72.0,57.0,0
201.0,95.0,55.0,1
208.0,99.0,57.0,1
206.0,104.0,55.0,1
211.0,106.0,56.0,1
201.0,99.0,55.0,1
208.0,106.0,55.0,1
203.0,113.0,56.0,2
185.0,78.0,55.0,0
206.0,127.0,55.0,2
196.0,95.0,54.0,0
203.0,103.0,56.0,1
208.0,108.0,55.0,1
201.0,102.0,54.0,1
193.0,90.0,58.0,0
216.0,147.0,53.0,2
188.0,74.0,56.0,0
190.0,86.0,56.0,0
193.0,94.0,56.0,0
185.0,74.0,57.0,0
208.0,111.0,59.0,1
208.0,113.0,56.0,1
203.0,86.0,55.0,0
208.0,104.0,60.0,1
208.0,108.0,55.0,1
198.0,95.0,61.0,1
213.0,122.0,56.0,2
196.0,86.0,55.0,0
196.0,88.0,62.0,0
196.0,94.0,55.0,0
198.0,88.0,58.0,0
198.0,108.0,55.0,1
206.0,115.0,55.0,2
211.0,113.0,55.0,2
188.0,86.0,55.0,0
206.0,90.0,56.0,1
193.0,88.0,102.0,0
178.0,83.0,55.0,0
201.0,108.0,56.0,1
211.0,105.0,54.0,1
206.0,108.0,56.0,1
229.0,106.0,53.0,2
229.0,106.0,53.0,2
203.0,117.0,54.0,2
201.0,98.0,54.0,1
188.0,77.0,79.0,0
190.0,83.0,56.0,0
201.0,94.0,54.0,1
196.0,95.0,57.0,0
206.0,97.0,57.0,1
190.0,81.0,70.0,0
188.0,86.0,54.0,0
190.0,92.0,55.0,0
208.0,108.0,55.0,1
203.0,97.0,54.0,1
201.0,99.0,54.0,1
196.0,90.0,55.0,0
185.0,86.0,54.0,0
208.0,115.0,56.0,2
201.0,92.0,60.0,1
185.0,81.0,58.0,0
193.0,78.0,55.0,0
206.0,101.0,58.0,1
208.0,102.0,57.0,1
213.0,118.0,56.0,2
201.0,88.0,54.0,0
196.0,86.0,55.0,0
211.0,102.0,55.0,1
211.0,113.0,55.0,2
201.0,86.0,58.0,0
198.0,90.0,54.0,0
188.0,77.0,55.0,0
183.0,74.0,54.0,0
190.0,83.0,55.0,0
201.0,99.0,55.0,1
188.0,92.0,59.0,0
203.0,113.0,55.0,2
180.0,77.0,55.0,0
193.0,88.0,57.0,0
206.0,106.0,55.0,1
203.0,97.0,56.0,1
208.0,87.0,57.0,1
203.0,98.0,55.0,1
206.0,112.0,55.0,2
193.0,90.0,56.0,0
213.0,113.0,56.0,2
203.0,108.0,53.0,1
196.0,79.0,54.0,0
198.0,97.0,55.0,0
208.0,106.0,56.0,1
231.0,137.0,54.0,2
203.0,95.0,54.0,1
208.0,122.0,55.0,2
208.0,117.0,56.0,2
211.0,102.0,58.0,1
196.0,97.0,54.0,0
213.0,111.0,55.0,2
198.0,95.0,70.0,1
201.0,106.0,54.0,1
201.0,102.0,55.0,1
211.0,117.0,54.0,2
211.0,113.0,55.0,2
211.0,113.0,55.0,2
193.0,86.0,55.0,0
206.0,111.0,52.0,2
216.0,113.0,55.0,2
183.0,86.0,55.0,0
183.0,76.0,54.0,0
206.0,99.0,54.0,1
218.0,122.0,54.0,2
211.0,102.0,53.0,1
183.0,77.0,57.0,0
188.0,76.0,60.0,0
183.0,77.0,55.0,0
183.0,86.0,57.0,0
201.0,97.0,55.0,1
190.0,88.0,58.0,0
206.0,99.0,53.0,1
213.0,120.0,53.0,2
198.0,86.0,53.0,0
188.0,80.0,53.0,0
211.0,106.0,56.0,1
206.0,115.0,53.0,2
201.0,92.0,54.0,0
193.0,86.0,56.0,0
203.0,102.0,53.0,1
203.0,92.0,58.0,1
206.0,108.0,52.0,1
196.0,90.0,54.0,0
208.0,102.0,69.0,1
193.0,92.0,52.0,0
211.0,111.0,59.0,1
193.0,86.0,53.0,0
206.0,98.0,52.0,1
180.0,77.0,54.0,0
216.0,108.0,53.0,2
196.0,94.0,53.0,0
206.0,102.0,54.0,1
198.0,95.0,54.0,0
211.0,106.0,55.0,1
213.0,122.0,54.0,2
201.0,88.0,54.0,0
201.0,107.0,52.0,1
206.0,111.0,55.0,2
208.0,115.0,54.0,2
198.0,88.0,54.0,0
193.0,82.0,53.0,0
201.0,97.0,55.0,1
190.0,86.0,58.0,0
190.0,90.0,53.0,0
201.0,102.0,52.0,1
211.0,99.0,54.0,2
203.0,95.0,52.0,1
211.0,111.0,53.0,2
185.0,83.0,55.0,0
206.0,112.0,53.0,2
201.0,97.0,55.0,1
206.0,95.0,55.0,1
196.0,104.0,54.0,1
213.0,111.0,55.0,2
193.0,87.0,55.0,0
203.0,99.0,56.0,1
203.0,99.0,56.0,1
193.0,86.0,54.0,0
188.0,86.0,55.0,0
201.0,86.0,53.0,0
203.0,102.0,54.0,1
203.0,116.0,51.0,2
211.0,117.0,52.0,2
185.0,83.0,52.0,0
193.0,83.0,52.0,0
208.0,122.0,55.0,2
203.0,104.0,54.0,1
198.0,83.0,54.0,0
185.0,86.0,54.0,0
198.0,106.0,52.0,1
180.0,82.0,53.0,0
185.0,83.0,53.0,0
196.0,88.0,52.0,0
203.0,104.0,55.0,1
203.0,109.0,52.0,1
203.0,115.0,52.0,2
196.0,93.0,51.0,0
188.0,85.0,53.0,0
198.0,88.0,53.0,0
213.0,120.0,55.0,2
213.0,114.0,54.0,2
216.0,117.0,55.0,2
196.0,90.0,55.0,0
208.0,104.0,52.0,2
178.0,68.0,52.0,0
190.0,89.0,56.0,0
201.0,97.0,52.0,1
201.0,95.0,53.0,1
211.0,108.0,49.0,1
185.0,82.0,54.0,0
218.0,149.0,50.0,2
203.0,102.0,58.0,1
206.0,106.0,53.0,1
193.0,92.0,53.0,0
201.0,95.0,55.0,1
185.0,83.0,53.0,0
188.0,79.0,84.0,0
193.0,92.0,52.0,0
208.0,106.0,56.0,1
196.0,95.0,50.0,0
211.0,114.0,55.0,2
206.0,98.0,52.0,1
196.0,96.0,54.0,0
193.0,81.0,53.0,0
206.0,99.0,51.0,1
208.0,116.0,53.0,2
196.0,83.0,53.0,0
213.0,113.0,55.0,2
180.0,79.0,53.0,0
203.0,100.0,53.0,1
218.0,127.0,52.0,2
196.0,95.0,52.0,0
208.0,102.0,52.0,2
213.0,124.0,52.0,2
203.0,113.0,52.0,2
190.0,83.0,52.0,0
185.0,88.0,53.0,0
201.0,99.0,53.0,1
206.0,108.0,57.0,1
221.0,126.0,61.0,2
213.0,106.0,81.0,1
190.0,86.0,52.0,0
198.0,98.0,51.0,0
178.0,77.0,52.0,0
196.0,90.0,52.0,0
206.0,115.0,52.0,2
206.0,104.0,53.0,1
203.0,113.0,51.0,2
203.0,97.0,54.0,1
211.0,99.0,73.0,1
208.0,102.0,51.0,2
203.0,105.0,54.0,1
206.0,108.0,53.0,1
203.0,99.0,53.0,1
188.0,86.0,55.0,0
213.0,113.0,52.0,2
206.0,102.0,49.0,2
203.0,99.0,60.0,1
198.0,94.0,52.0,0
193.0,83.0,55.0,0
201.0,83.0,54.0,0
208.0,120.0,57.0,2
190.0,83.0,51.0,0
198.0,96.0,47.0,0
211.0,99.0,51.0,2
208.0,120.0,56.0,2
211.0,120.0,50.0,2
206.0,108.0,53.0,1
193.0,88.0,57.0,0
185.0,85.0,51.0,0
188.0,89.0,58.0,0
196.0,97.0,52.0,0
203.0,99.0,52.0,1
206.0,115.0,51.0,2
185.0,90.0,51.0,0
193.0,81.0,67.0,0
208.0,102.0,59.0,1
188.0,84.0,52.0,0
201.0,108.0,53.0,1
201.0,106.0,56.0,1
201.0,99.0,52.0,1
213.0,111.0,52.0,2
206.0,106.0,51.0,1
183.0,80.0,53.0,0
183.0,81.0,55.0,0
206.0,99.0,51.0,1
183.0,74.0,50.0,0
196.0,81.0,51.0,0
213.0,106.0,51.0,1
224.0,147.0,52.0,2
193.0,94.0,50.0,0
211.0,129.0,52.0,2
190.0,87.0,54.0,0
188.0,81.0,48.0,0
208.0,104.0,51.0,2
211.0,106.0,52.0,1
193.0,86.0,51.0,0
206.0,106.0,51.0,1
190.0,88.0,51.0,0
190.0,94.0,53.0,0
190.0,86.0,56.0,0
185.0,79.0,52.0,0
211.0,102.0,47.0,1
206.0,101.0,53.0,1
208.0,127.0,50.0,2
196.0,90.0,51.0,0
201.0,106.0,54.0,1
201.0,113.0,51.0,2
213.0,104.0,55.0,1
201.0,102.0,51.0,1
208.0,113.0,54.0,2
198.0,81.0,53.0,0
208.0,113.0,53.0,2
201.0,90.0,56.0,0
201.0,102.0,55.0,1
201.0,95.0,52.0,1
190.0,95.0,52.0,0
211.0,104.0,57.0,1
193.0,86.0,70.0,0
206.0,108.0,49.0,1
206.0,108.0,51.0,1
203.0,102.0,51.0,0
178.0,72.0,56.0,0
206.0,93.0,52.0,1
188.0,92.0,80.0,0
198.0,101.0,51.0,1
196.0,87.0,51.0,0
213.0,112.0,50.0,2
196.0,86.0,52.0,0
211.0,104.0,49.0,1
190.0,91.0,49.0,0
206.0,99.0,52.0,1
198.0,102.0,51.0,1
193.0,86.0,53.0,0
211.0,115.0,51.0,2
221.0,96.0,49.0,2
193.0,88.0,52.0,0
201.0,90.0,101.0,1
206.0,106.0,50.0,1
206.0,106.0,50.0,1
211.0,113.0,51.0,2
193.0,88.0,50.0,0
211.0,113.0,49.0,2
206.0,110.0,55.0,2
201.0,117.0,49.0,2
208.0,113.0,50.0,2
206.0,104.0,55.0,1
178.0,70.0,50.0,0
188.0,83.0,51.0,0
190.0,95.0,50.0,0
206.0,104.0,51.0,1
203.0,88.0,57.0,0
206.0,111.0,51.0,2
185.0,77.0,49.0,0
221.0,107.0,50.0,2
185.0,83.0,52.0,0
196.0,97.0,93.0,1
203.0,99.0,50.0,0
178.0,78.0,50.0,0
188.0,95.0,52.0,0
211.0,108.0,51.0,1
208.0,105.0,56.0,1
203.0,95.0,46.0,0
201.0,95.0,49.0,0
198.0,106.0,48.0,1
201.0,102.0,52.0,1
196.0,94.0,50.0,0
193.0,88.0,53.0,0
198.0,97.0,50.0,0
211.0,120.0,50.0,2
208.0,106.0,53.0,1
198.0,102.0,52.0,1
196.0,95.0,50.0,0
183.0,76.0,49.0,0
203.0,108.0,52.0,1
208.0,104.0,50.0,2
213.0,119.0,54.0,2
206.0,99.0,51.0,1
206.0,117.0,49.0,2
198.0,92.0,77.0,0
208.0,104.0,48.0,2
208.0,104.0,48.0,2
185.0,86.0,50.0,0
193.0,86.0,51.0,0
196.0,104.0,51.0,1
183.0,74.0,52.0,0
198.0,90.0,77.0,0
198.0,97.0,50.0,0
198.0,97.0,56.0,0
208.0,117.0,52.0,2
198.0,96.0,50.0,0
185.0,79.0,56.0,0
198.0,90.0,47.0,0
185.0,86.0,47.0,0
165.0,61.0,49.0,0
198.0,86.0,90.0,1
190.0,95.0,50.0,0
198.0,99.0,48.0,0
211.0,99.0,50.0,2
206.0,106.0,54.0,1
198.0,88.0,46.0,0
196.0,86.0,50.0,0
211.0,118.0,48.0,2
188.0,83.0,51.0,0
188.0,84.0,50.0,0
206.0,107.0,49.0,1
213.0,111.0,51.0,2
201.0,104.0,49.0,2
206.0,104.0,45.0,2
206.0,104.0,45.0,2
196.0,83.0,46.0,0
188.0,86.0,63.0,0
193.0,97.0,50.0,0
213.0,136.0,50.0,2
203.0,101.0,49.0,0
190.0,83.0,49.0,0
211.0,111.0,51.0,2
183.0,79.0,97.0,0
211.0,108.0,49.0,1
198.0,90.0,62.0,0
196.0,90.0,51.0,0
183.0,79.0,48.0,0
208.0,113.0,50.0,2
201.0,90.0,50.0,0
208.0,111.0,48.0,2
203.0,100.0,50.0,0
211.0,110.0,49.0,2
193.0,86.0,50.0,0
208.0,100.0,48.0,2
211.0,102.0,50.0,1
203.0,111.0,52.0,2
198.0,102.0,49.0,1
213.0,112.0,49.0,2
213.0,111.0,47.0,2
213.0,122.0,50.0,2
206.0,107.0,50.0,1
196.0,101.0,50.0,1
201.0,106.0,48.0,2
211.0,117.0,50.0,2
190.0,86.0,51.0,0
190.0,91.0,50.0,0
193.0,106.0,51.0,1
206.0,115.0,49.0,2
211.0,97.0,50.0,2
213.0,107.0,49.0,1
206.0,99.0,48.0,2
218.0,99.0,45.0,2
203.0,128.0,48.0,2
196.0,95.0,49.0,0
178.0,74.0,50.0,0
206.0,131.0,49.0,2
206.0,108.0,57.0,1
185.0,91.0,50.0,0
213.0,124.0,51.0,2
201.0,96.0,47.0,0
188.0,77.0,49.0,0
180.0,72.0,51.0,0
188.0,89.0,46.0,0
211.0,91.0,44.0,2
211.0,104.0,49.0,1
203.0,99.0,53.0,1
208.0,111.0,48.0,2
201.0,97.0,50.0,0
196.0,88.0,52.0,0
196.0,88.0,52.0,0
203.0,124.0,46.0,2
193.0,95.0,49.0,0
196.0,85.0,48.0,0
185.0,86.0,50.0,0
193.0,80.0,48.0,0
190.0,83.0,49.0,0
190.0,94.0,46.0,0
193.0,83.0,50.0,0
206.0,122.0,50.0,2
211.0,115.0,50.0,2
211.0,107.0,48.0,1
190.0,88.0,48.0,0
203.0,99.0,48.0,0
196.0,103.0,47.0,2
196.0,98.0,51.0,0
198.0,83.0,47.0,0
188.0,89.0,50.0,0
203.0,100.0,49.0,0
196.0,97.0,63.0,1
193.0,92.0,49.0,0
201.0,96.0,49.0,0
203.0,117.0,49.0,2
193.0,83.0,71.0,0
203.0,98.0,46.0,0
206.0,125.0,48.0,2
190.0,89.0,49.0,0
201.0,97.0,48.0,0
213.0,127.0,49.0,2
198.0,98.0,46.0,0
201.0,99.0,47.0,0
206.0,102.0,54.0,1
188.0,79.0,50.0,0
208.0,99.0,46.0,2
206.0,108.0,49.0,1
190.0,88.0,47.0,0
203.0,97.0,48.0,0
196.0,92.0,48.0,0
221.0,113.0,49.0,2
196.0,86.0,49.0,0
203.0,95.0,49.0,0
206.0,111.0,48.0,2
198.0,95.0,76.0,1
188.0,83.0,48.0,0
198.0,97.0,52.0,0
201.0,118.0,48.0,2
206.0,107.0,49.0,1
188.0,86.0,49.0,0
190.0,81.0,51.0,0
190.0,81.0,51.0,0
213.0,99.0,49.0,2
185.0,83.0,52.0,0
216.0,115.0,45.0,2
185.0,80.0,47.0,0
196.0,92.0,49.0,0
213.0,104.0,50.0,1
203.0,111.0,48.0,2
188.0,92.0,48.0,0
193.0,88.0,52.0,0
183.0,79.0,50.0,0
196.0,90.0,45.0,0
190.0,88.0,45.0,0
178.0,90.0,46.0,0
206.0,118.0,47.0,2
206.0,111.0,52.0,2
183.0,86.0,47.0,0
208.0,99.0,49.0,2
208.0,99.0,49.0,2
211.0,113.0,50.0,2
190.0,83.0,47.0,0
203.0,99.0,45.0,0
185.0,81.0,47.0,0
185.0,81.0,60.0,0
190.0,83.0,55.0,0
193.0,83.0,71.0,0
218.0,142.0,52.0,2
211.0,99.0,48.0,2
206.0,113.0,53.0,2
206.0,108.0,49.0,1
211.0,117.0,47.0,2
206.0,106.0,48.0,1
201.0,101.0,48.0,0
213.0,122.0,48.0,2
193.0,95.0,47.0,0
208.0,113.0,46.0,2
213.0,120.0,46.0,2
206.0,95.0,44.0,2
203.0,98.0,45.0,0
208.0,106.0,47.0,2
211.0,112.0,49.0,2
203.0,111.0,52.0,2
206.0,107.0,50.0,1
203.0,108.0,49.0,1
201.0,99.0,50.0,1
208.0,108.0,44.0,2
206.0,100.0,48.0,2
190.0,83.0,51.0,0
201.0,98.0,48.0,0
201.0,98.0,47.0,0
196.0,97.0,47.0,0
216.0,115.0,46.0,2
198.0,99.0,46.0,0
198.0,101.0,45.0,0
201.0,97.0,49.0,0
198.0,95.0,70.0,1
213.0,104.0,47.0,1
193.0,88.0,48.0,0
216.0,116.0,49.0,2
211.0,113.0,48.0,2
208.0,102.0,60.0,1
196.0,95.0,44.0,0
206.0,102.0,46.0,2
208.0,117.0,52.0,2
218.0,129.0,46.0,2
208.0,99.0,46.0,2
196.0,90.0,52.0,0
211.0,111.0,48.0,2
208.0,122.0,52.0,2
213.0,115.0,48.0,2
208.0,115.0,47.0,2
208.0,111.0,47.0,2
190.0,86.0,43.0,0
196.0,85.0,45.0,0
188.0,91.0,46.0,0
211.0,131.0,50.0,2
203.0,99.0,47.0,0
190.0,90.0,46.0,0
213.0,116.0,47.0,2
208.0,111.0,46.0,2
193.0,83.0,45.0,0
218.0,114.0,46.0,2
188.0,79.0,102.0,0
213.0,110.0,46.0,2
201.0,100.0,44.0,0
211.0,122.0,43.0,2
188.0,85.0,46.0,0
216.0,108.0,43.0,2
180.0,75.0,47.0,0
193.0,88.0,52.0,0
193.0,88.0,52.0,0
183.0,83.0,46.0,0
213.0,133.0,43.0,2
211.0,115.0,44.0,2
213.0,136.0,43.0,2
211.0,122.0,50.0,2
196.0,99.0,47.0,0
193.0,95.0,50.0,0
185.0,86.0,54.0,0
193.0,87.0,44.0,0
208.0,99.0,44.0,2
203.0,99.0,49.0,0
213.0,113.0,45.0,2
208.0,99.0,43.0,2
203.0,99.0,47.0,0
196.0,90.0,46.0,0
206.0,109.0,46.0,2
213.0,121.0,46.0,2
213.0,99.0,44.0,2
188.0,85.0,50.0,0
201.0,105.0,45.0,2
201.0,90.0,78.0,0
211.0,120.0,47.0,2
206.0,99.0,44.0,2
206.0,100.0,46.0,2
211.0,111.0,45.0,2
180.0,81.0,47.0,0
188.0,83.0,43.0,0
208.0,102.0,45.0,2
206.0,117.0,44.0,2
213.0,116.0,53.0,2
198.0,99.0,44.0,0
196.0,86.0,46.0,0
198.0,90.0,46.0,0
188.0,84.0,44.0,0
206.0,109.0,47.0,2
206.0,102.0,49.0,2
201.0,95.0,45.0,0
208.0,106.0,45.0,2
185.0,83.0,47.0,0
206.0,116.0,47.0,2
190.0,88.0,47.0,0
198.0,95.0,49.0,0
193.0,90.0,46.0,0
216.0,117.0,46.0,2
201.0,97.0,43.0,0
185.0,88.0,46.0,0
203.0,95.0,66.0,1
216.0,111.0,47.0,2
211.0,113.0,45.0,2
206.0,97.0,50.0,1
203.0,102.0,48.0,0
203.0,117.0,46.0,2
206.0,117.0,44.0,2
206.0,117.0,44.0,2
185.0,72.0,57.0,0
211.0,113.0,52.0,2
201.0,103.0,45.0,0
201.0,97.0,46.0,0
183.0,86.0,47.0,0
190.0,74.0,47.0,0
208.0,117.0,47.0,2
203.0,111.0,45.0,2
211.0,108.0,47.0,1
198.0,92.0,48.0,0
198.0,95.0,48.0,0
208.0,113.0,44.0,2
208.0,104.0,45.0,2
196.0,90.0,45.0,0
193.0,81.0,45.0,0
201.0,99.0,52.0,1
211.0,113.0,43.0,2
216.0,111.0,50.0,2
203.0,106.0,46.0,2
198.0,97.0,44.0,0
201.0,89.0,47.0,0
203.0,102.0,45.0,0
211.0,104.0,44.0,2
193.0,95.0,46.0,0
201.0,102.0,46.0,0
193.0,86.0,44.0,0
196.0,90.0,45.0,0
229.0,140.0,45.0,2
193.0,86.0,46.0,0
206.0,100.0,45.0,2
211.0,112.0,46.0,2
201.0,111.0,46.0,2
185.0,79.0,46.0,0
193.0,86.0,44.0,0
206.0,96.0,45.0,2
190.0,83.0,47.0,0
211.0,113.0,49.0,2
201.0,95.0,54.0,1
211.0,120.0,48.0,2
198.0,97.0,45.0,0
201.0,95.0,46.0,0
211.0,106.0,42.0,2
198.0,102.0,49.0,1
208.0,104.0,48.0,2
203.0,97.0,45.0,0
208.0,111.0,43.0,2
218.0,108.0,46.0,2
213.0,102.0,42.0,2
183.0,77.0,103.0,0
201.0,94.0,45.0,0
208.0,100.0,43.0,2
178.0,83.0,46.0,0
193.0,86.0,69.0,0
206.0,108.0,57.0,1
203.0,100.0,44.0,0
201.0,95.0,44.0,0
203.0,108.0,41.0,2
188.0,90.0,44.0,0
190.0,87.0,43.0,0
203.0,95.0,73.0,1
208.0,107.0,45.0,2
185.0,81.0,45.0,0
190.0,78.0,45.0,0
196.0,97.0,45.0,0
213.0,108.0,45.0,2
211.0,106.0,41.0,2
203.0,111.0,49.0,2
211.0,106.0,44.0,2
198.0,96.0,45.0,0
196.0,95.0,49.0,0
206.0,106.0,45.0,1
185.0,86.0,43.0,0
198.0,90.0,44.0,0
188.0,77.0,70.0,0
203.0,113.0,43.0,2
203.0,97.0,47.0,0
201.0,94.0,44.0,0
206.0,90.0,41.0,0
213.0,106.0,49.0,1
201.0,92.0,48.0,0
201.0,92.0,48.0,0
196.0,95.0,48.0,0
206.0,108.0,44.0,2
198.0,92.0,44.0,0
190.0,99.0,45.0,0
193.0,90.0,44.0,0
208.0,108.0,52.0,1
198.0,92.0,47.0,0
203.0,106.0,45.0,2
201.0,99.0,44.0,0
193.0,86.0,44.0,0
201.0,95.0,45.0,0
201.0,117.0,45.0,2
203.0,113.0,41.0,2
208.0,95.0,46.0,2
203.0,92.0,45.0,0
190.0,83.0,49.0,0
190.0,81.0,76.0,0
213.0,120.0,43.0,2
203.0,96.0,44.0,0
201.0,96.0,44.0,0
211.0,124.0,40.0,2
185.0,77.0,45.0,0
188.0,85.0,46.0,0
213.0,113.0,40.0,2
206.0,95.0,41.0,2
211.0,122.0,41.0,2
211.0,122.0,41.0,2
201.0,111.0,44.0,2
196.0,99.0,45.0,0
208.0,122.0,41.0,2
198.0,97.0,43.0,0
201.0,88.0,43.0,0
188.0,79.0,44.0,0
203.0,102.0,45.0,0
206.0,112.0,47.0,2
203.0,124.0,43.0,2
198.0,97.0,48.0,0
226.0,124.0,42.0,2
193.0,99.0,43.0,0
203.0,106.0,45.0,2
206.0,113.0,45.0,2
203.0,102.0,54.0,1
193.0,96.0,43.0,0
211.0,127.0,45.0,2
203.0,97.0,40.0,0
185.0,79.0,46.0,0
178.0,78.0,43.0,0
211.0,108.0,39.0,2
193.0,86.0,46.0,0
208.0,106.0,45.0,2
185.0,90.0,45.0,0
208.0,113.0,40.0,2
190.0,81.0,49.0,0
183.0,81.0,45.0,0
203.0,95.0,42.0,0
208.0,115.0,45.0,2
203.0,97.0,43.0,0
198.0,104.0,43.0,2
206.0,99.0,40.0,2
185.0,83.0,43.0,0
206.0,124.0,46.0,2
