height,weight,age,Cluster
201.0,90.0,75.0,0
203.0,88.0,74.0,0
193.0,86.0,75.0,0
190.0,81.0,74.0,0
208.0,95.0,73.0,1
190.0,88.0,76.0,0
203.0,99.0,74.0,1
213.0,104.0,74.0,1
196.0,95.0,74.0,1
188.0,81.0,74.0,0
201.0,90.0,77.0,0
188.0,81.0,97.0,0
206.0,88.0,74.0,0
188.0,83.0,74.0,0
190.0,86.0,74.0,0
196.0,90.0,75.0,0
198.0,88.0,75.0,0
196.0,95.0,75.0,1
188.0,79.0,75.0,0
185.0,86.0,80.0,0
203.0,104.0,74.0,1
185.0,79.0,74.0,0
201.0,88.0,75.0,0
213.0,106.0,75.0,1
208.0,104.0,82.0,1
203.0,97.0,77.0,1
196.0,83.0,74.0,0
193.0,83.0,75.0,0
196.0,88.0,73.0,0
193.0,80.0,71.0,0
218.0,102.0,73.0,1
206.0,98.0,74.0,1
211.0,99.0,76.0,1
201.0,89.0,74.0,0
196.0,95.0,74.0,1
183.0,79.0,73.0,0
198.0,92.0,71.0,1
190.0,79.0,73.0,0
198.0,102.0,73.0,1
203.0,108.0,74.0,1
208.0,90.0,75.0,1
206.0,99.0,75.0,1
190.0,86.0,73.0,0
183.0,81.0,73.0,0
201.0,90.0,74.0,0
203.0,95.0,73.0,1
208.0,86.0,73.0,0
193.0,85.0,80.0,0
198.0,89.0,75.0,0
213.0,111.0,74.0,1
193.0,81.0,73.0,0
183.0,74.0,74.0,0
198.0,86.0,73.0,0
183.0,77.0,70.0,0
190.0,79.0,72.0,0
206.0,102.0,74.0,1
201.0,102.0,74.0,1
196.0,98.0,81.0,1
201.0,95.0,74.0,1
196.0,88.0,73.0,0
188.0,86.0,105.0,0
193.0,83.0,73.0,0
206.0,102.0,72.0,1
190.0,83.0,74.0,0
188.0,90.0,78.0,0
203.0,86.0,74.0,0
183.0,83.0,74.0,0
211.0,95.0,73.0,1
188.0,74.0,73.0,0
193.0,86.0,73.0,0
201.0,97.0,73.0,1
201.0,90.0,75.0,0
198.0,86.0,72.0,0
201.0,104.0,74.0,1
193.0,83.0,99.0,0
193.0,83.0,73.0,0
206.0,95.0,71.0,1
196.0,88.0,72.0,0
201.0,86.0,74.0,0
201.0,97.0,72.0,1
206.0,99.0,72.0,1
196.0,95.0,72.0,1
206.0,83.0,71.0,0
211.0,106.0,74.0,1
203.0,90.0,75.0,0
211.0,113.0,68.0,1
193.0,86.0,74.0,0
208.0,92.0,72.0,1
196.0,92.0,72.0,1
206.0,97.0,73.0,1
206.0,97.0,73.0,1
190.0,83.0,81.0,0
196.0,95.0,72.0,1
198.0,90.0,72.0,0
201.0,81.0,74.0,0
193.0,92.0,73.0,0
193.0,86.0,71.0,0
183.0,79.0,74.0,0
190.0,83.0,72.0,0
196.0,92.0,83.0,1
213.0,106.0,72.0,1
190.0,92.0,72.0,0
190.0,92.0,72.0,0
208.0,102.0,72.0,1
198.0,83.0,72.0,0
190.0,86.0,74.0,0
203.0,102.0,72.0,1
188.0,83.0,77.0,0
190.0,86.0,72.0,0
203.0,106.0,75.0,1
211.0,97.0,73.0,1
208.0,97.0,72.0,1
203.0,97.0,72.0,1
188.0,83.0,70.0,0
206.0,105.0,71.0,1
201.0,104.0,72.0,1
190.0,77.0,76.0,0
203.0,95.0,72.0,1
198.0,95.0,73.0,1
198.0,90.0,72.0,0
206.0,106.0,73.0,1
190.0,89.0,72.0,0
203.0,99.0,72.0,1
188.0,88.0,72.0,0
188.0,79.0,72.0,0
203.0,92.0,68.0,1
201.0,99.0,71.0,1
185.0,77.0,73.0,0
211.0,102.0,70.0,1
203.0,95.0,73.0,1
193.0,92.0,72.0,0
190.0,81.0,75.0,0
203.0,102.0,74.0,1
206.0,102.0,80.0,1
201.0,90.0,70.0,1
188.0,90.0,79.0,0
190.0,86.0,71.0,0
188.0,83.0,72.0,0
193.0,86.0,75.0,0
183.0,74.0,78.0,0
183.0,74.0,78.0,0
203.0,97.0,73.0,1
203.0,95.0,70.0,1
183.0,77.0,81.0,0
206.0,99.0,81.0,1
196.0,94.0,69.0,1
188.0,77.0,70.0,0
198.0,89.0,71.0,0
208.0,108.0,76.0,1
208.0,99.0,77.0,1
208.0,104.0,71.0,1
190.0,81.0,71.0,0
211.0,97.0,79.0,1
206.0,99.0,73.0,1
193.0,86.0,73.0,0
201.0,86.0,71.0,0
201.0,95.0,75.0,1
193.0,83.0,71.0,0
188.0,81.0,72.0,0
193.0,86.0,71.0,0
193.0,83.0,75.0,0
203.0,90.0,72.0,1
201.0,81.0,73.0,0
218.0,108.0,76.0,1
208.0,90.0,74.0,1
201.0,99.0,72.0,1
206.0,92.0,71.0,1
206.0,95.0,72.0,1
201.0,92.0,72.0,1
193.0,86.0,72.0,0
206.0,97.0,76.0,1
188.0,77.0,71.0,0
211.0,99.0,73.0,1
206.0,106.0,77.0,1
193.0,83.0,71.0,0
206.0,95.0,74.0,1
211.0,98.0,75.0,1
198.0,99.0,79.0,1
206.0,102.0,71.0,1
190.0,83.0,89.0,0
190.0,83.0,73.0,0
196.0,92.0,76.0,0
206.0,92.0,73.0,1
198.0,88.0,73.0,0
206.0,104.0,71.0,1
185.0,81.0,74.0,0
193.0,87.0,73.0,0
208.0,104.0,73.0,1
190.0,79.0,72.0,0
206.0,97.0,73.0,1
208.0,97.0,70.0,1
201.0,97.0,71.0,1
190.0,86.0,72.0,0
185.0,81.0,79.0,0
196.0,86.0,73.0,0
211.0,108.0,75.0,1
198.0,90.0,74.0,0
203.0,102.0,69.0,1
208.0,97.0,76.0,1
208.0,99.0,72.0,1
213.0,104.0,72.0,1
198.0,90.0,70.0,0
211.0,106.0,77.0,1
203.0,90.0,75.0,0
208.0,106.0,76.0,1
185.0,86.0,72.0,0
203.0,92.0,72.0,1
193.0,88.0,72.0,0
203.0,108.0,70.0,1
185.0,81.0,76.0,0
196.0,90.0,76.0,0
190.0,86.0,73.0,0
213.0,99.0,76.0,1
198.0,86.0,71.0,0
196.0,83.0,72.0,0
188.0,83.0,74.0,0
183.0,79.0,79.0,0
203.0,90.0,71.0,1
193.0,88.0,75.0,0
193.0,88.0,71.0,0
170.0,68.0,72.0,0
185.0,79.0,75.0,0
185.0,79.0,75.0,0
193.0,86.0,70.0,0
201.0,86.0,71.0,0
183.0,72.0,72.0,0
193.0,88.0,73.0,0
211.0,99.0,70.0,1
216.0,102.0,73.0,1
198.0,88.0,71.0,0
183.0,74.0,82.0,0
183.0,74.0,82.0,0
188.0,83.0,74.0,0
196.0,95.0,78.0,1
185.0,72.0,71.0,0
190.0,79.0,70.0,0
201.0,97.0,70.0,1
208.0,106.0,71.0,1
190.0,86.0,70.0,0
188.0,79.0,71.0,0
201.0,102.0,72.0,1
198.0,86.0,72.0,0
188.0,83.0,70.0,0
188.0,83.0,73.0,0
201.0,99.0,70.0,1
198.0,88.0,72.0,0
198.0,97.0,70.0,1
173.0,74.0,77.0,0
201.0,95.0,71.0,1
190.0,81.0,70.0,0
203.0,92.0,94.0,1
201.0,104.0,71.0,1
201.0,104.0,71.0,1
213.0,102.0,70.0,1
196.0,83.0,89.0,1
201.0,97.0,71.0,1
208.0,106.0,71.0,1
188.0,79.0,70.0,0
198.0,98.0,70.0,1
183.0,77.0,71.0,0
201.0,86.0,73.0,0
198.0,95.0,70.0,1
196.0,81.0,70.0,0
203.0,92.0,81.0,0
190.0,92.0,71.0,0
201.0,98.0,69.0,1
185.0,77.0,70.0,0
201.0,92.0,69.0,1
206.0,95.0,70.0,1
188.0,81.0,70.0,0
208.0,99.0,70.0,1
203.0,97.0,70.0,1
198.0,86.0,71.0,0
190.0,90.0,71.0,0
203.0,92.0,70.0,1
203.0,95.0,71.0,1
203.0,88.0,70.0,1
188.0,77.0,70.0,0
201.0,95.0,72.0,1
206.0,106.0,70.0,1
203.0,92.0,70.0,1
196.0,83.0,70.0,0
193.0,88.0,69.0,0
216.0,106.0,70.0,1
201.0,83.0,70.0,0
198.0,97.0,71.0,1
211.0,104.0,70.0,1
185.0,77.0,70.0,0
180.0,74.0,70.0,0
190.0,81.0,69.0,0
206.0,102.0,70.0,1
190.0,85.0,71.0,0
201.0,90.0,70.0,1
180.0,74.0,69.0,0
185.0,79.0,71.0,0
198.0,83.0,68.0,0
193.0,81.0,70.0,0
198.0,86.0,69.0,0
201.0,97.0,69.0,1
196.0,86.0,69.0,0
185.0,81.0,69.0,0
196.0,77.0,69.0,0
208.0,99.0,69.0,1
211.0,113.0,69.0,1
211.0,127.0,70.0,2
201.0,99.0,69.0,1
206.0,102.0,70.0,1
198.0,88.0,69.0,0
188.0,79.0,69.0,0
196.0,92.0,69.0,1
188.0,83.0,69.0,0
208.0,102.0,71.0,1
203.0,99.0,69.0,1
198.0,88.0,69.0,0
183.0,81.0,70.0,0
198.0,88.0,70.0,0
201.0,99.0,69.0,1
208.0,108.0,69.0,1
198.0,83.0,69.0,0
201.0,92.0,70.0,1
183.0,83.0,69.0,0
196.0,88.0,69.0,0
183.0,72.0,70.0,0
201.0,97.0,69.0,1
201.0,95.0,70.0,1
198.0,92.0,69.0,1
196.0,90.0,69.0,0
190.0,92.0,69.0,0
198.0,85.0,70.0,0
198.0,85.0,70.0,0
211.0,104.0,69.0,1
198.0,95.0,70.0,1
201.0,104.0,70.0,1
198.0,90.0,68.0,0
201.0,95.0,68.0,1
201.0,104.0,81.0,1
201.0,86.0,68.0,0
208.0,102.0,70.0,1
190.0,79.0,70.0,0
201.0,97.0,69.0,1
190.0,79.0,70.0,0
208.0,99.0,69.0,1
193.0,86.0,69.0,0
196.0,90.0,69.0,0
206.0,99.0,68.0,1
206.0,99.0,68.0,1
206.0,99.0,69.0,1
203.0,102.0,69.0,1
198.0,88.0,68.0,0
216.0,111.0,68.0,1
208.0,97.0,69.0,1
198.0,81.0,70.0,0
201.0,102.0,74.0,1
193.0,88.0,68.0,0
206.0,104.0,69.0,1
196.0,86.0,68.0,0
193.0,86.0,68.0,0
206.0,102.0,68.0,1
188.0,81.0,69.0,0
203.0,91.0,70.0,1
185.0,77.0,70.0,0
193.0,81.0,68.0,0
206.0,100.0,68.0,1
188.0,81.0,68.0,0
188.0,79.0,69.0,0
190.0,83.0,68.0,0
190.0,81.0,69.0,0
203.0,97.0,69.0,1
188.0,79.0,68.0,0
203.0,95.0,71.0,1
183.0,77.0,76.0,0
201.0,98.0,69.0,1
188.0,90.0,69.0,0
206.0,102.0,72.0,1
201.0,86.0,68.0,0
206.0,102.0,74.0,1
208.0,104.0,69.0,1
198.0,102.0,68.0,1
206.0,99.0,69.0,1
185.0,77.0,68.0,0
190.0,83.0,68.0,0
208.0,104.0,69.0,1
213.0,113.0,68.0,1
190.0,81.0,68.0,0
198.0,99.0,68.0,1
211.0,99.0,68.0,1
201.0,99.0,68.0,1
206.0,102.0,74.0,1
190.0,88.0,69.0,0
206.0,99.0,65.0,1
196.0,86.0,68.0,0
206.0,95.0,69.0,1
188.0,81.0,69.0,0
201.0,95.0,67.0,1
190.0,79.0,70.0,0
203.0,95.0,68.0,1
206.0,99.0,67.0,1
196.0,83.0,68.0,0
193.0,81.0,67.0,0
201.0,99.0,67.0,1
190.0,86.0,106.0,0
208.0,97.0,67.0,1
193.0,88.0,56.0,0
196.0,81.0,67.0,0
190.0,79.0,68.0,0
193.0,83.0,71.0,0
198.0,81.0,74.0,0
190.0,83.0,67.0,0
206.0,95.0,68.0,1
201.0,92.0,67.0,1
218.0,124.0,68.0,2
185.0,77.0,67.0,0
218.0,113.0,71.0,1
190.0,88.0,67.0,0
193.0,81.0,67.0,0
201.0,86.0,69.0,0
211.0,113.0,66.0,1
193.0,86.0,67.0,0
201.0,83.0,68.0,0
201.0,88.0,68.0,1
208.0,88.0,68.0,0
203.0,99.0,68.0,1
193.0,90.0,83.0,0
211.0,92.0,68.0,1
206.0,92.0,68.0,1
208.0,102.0,69.0,1
201.0,89.0,69.0,1
198.0,98.0,66.0,1
193.0,86.0,67.0,0
193.0,79.0,68.0,0
211.0,111.0,68.0,1
213.0,103.0,73.0,1
188.0,79.0,66.0,0
190.0,79.0,68.0,0
208.0,108.0,67.0,1
185.0,77.0,66.0,0
201.0,92.0,68.0,1
201.0,95.0,68.0,1
208.0,95.0,68.0,1
198.0,97.0,67.0,1
185.0,79.0,67.0,0
185.0,77.0,68.0,0
190.0,83.0,67.0,0
185.0,79.0,67.0,0
198.0,102.0,70.0,1
201.0,93.0,67.0,1
213.0,97.0,68.0,1
203.0,79.0,67.0,0
203.0,99.0,71.0,1
198.0,86.0,68.0,0
198.0,99.0,67.0,1
185.0,77.0,67.0,0
203.0,97.0,68.0,1
196.0,86.0,68.0,0
203.0,98.0,67.0,1
185.0,79.0,67.0,0
203.0,94.0,67.0,1
201.0,95.0,68.0,1
185.0,76.0,69.0,0
203.0,97.0,67.0,1
188.0,79.0,67.0,0
201.0,97.0,68.0,1
196.0,95.0,69.0,1
190.0,80.0,68.0,0
201.0,95.0,68.0,1
203.0,99.0,67.0,1
213.0,99.0,70.0,1
201.0,104.0,86.0,1
206.0,90.0,68.0,1
198.0,86.0,72.0,0
211.0,104.0,70.0,1
196.0,88.0,67.0,0
196.0,88.0,67.0,0
198.0,105.0,66.0,1
193.0,79.0,66.0,0
213.0,95.0,67.0,1
201.0,97.0,66.0,1
198.0,86.0,66.0,0
193.0,83.0,67.0,0
198.0,86.0,72.0,0
196.0,97.0,66.0,1
208.0,99.0,67.0,1
193.0,83.0,67.0,0
196.0,79.0,67.0,0
188.0,81.0,67.0,0
206.0,113.0,67.0,1
208.0,99.0,66.0,1
208.0,104.0,68.0,1
188.0,72.0,76.0,0
203.0,99.0,67.0,1
190.0,77.0,67.0,0
188.0,77.0,69.0,0
203.0,86.0,66.0,0
185.0,77.0,66.0,0
218.0,117.0,67.0,2
183.0,77.0,70.0,0
213.0,92.0,70.0,1
198.0,92.0,66.0,1
208.0,108.0,69.0,1
185.0,83.0,67.0,0
203.0,99.0,81.0,1
198.0,86.0,66.0,0
198.0,88.0,66.0,0
193.0,87.0,73.0,0
213.0,108.0,67.0,1
198.0,92.0,66.0,1
198.0,92.0,66.0,1
201.0,92.0,67.0,1
193.0,86.0,69.0,0
206.0,97.0,66.0,1
196.0,86.0,66.0,0
196.0,88.0,66.0,0
208.0,92.0,66.0,1
208.0,98.0,67.0,1
193.0,86.0,66.0,0
201.0,86.0,69.0,0
203.0,96.0,67.0,1
208.0,108.0,67.0,1
211.0,106.0,66.0,1
206.0,102.0,67.0,1
201.0,104.0,66.0,1
185.0,81.0,64.0,0
206.0,102.0,67.0,1
198.0,99.0,66.0,1
196.0,86.0,66.0,0
185.0,83.0,66.0,0
206.0,97.0,66.0,1
201.0,99.0,66.0,1
201.0,95.0,67.0,1
203.0,97.0,65.0,1
208.0,109.0,67.0,1
201.0,86.0,66.0,0
198.0,87.0,67.0,0
201.0,106.0,66.0,1
206.0,97.0,66.0,1
206.0,99.0,67.0,1
190.0,83.0,65.0,0
190.0,83.0,65.0,0
208.0,108.0,65.0,1
183.0,83.0,65.0,0
208.0,108.0,69.0,1
193.0,81.0,66.0,0
188.0,81.0,70.0,0
206.0,99.0,64.0,1
190.0,81.0,64.0,0
224.0,124.0,68.0,2
193.0,81.0,66.0,0
196.0,88.0,65.0,0
211.0,111.0,66.0,1
203.0,102.0,68.0,1
190.0,77.0,65.0,0
208.0,99.0,85.0,1
201.0,97.0,64.0,1
208.0,106.0,65.0,1
201.0,90.0,65.0,1
188.0,86.0,65.0,0
203.0,95.0,69.0,1
211.0,111.0,65.0,1
203.0,86.0,66.0,0
201.0,102.0,64.0,1
206.0,108.0,65.0,1
190.0,77.0,65.0,0
203.0,95.0,64.0,1
206.0,102.0,67.0,1
203.0,91.0,66.0,1
211.0,106.0,66.0,1
203.0,92.0,65.0,1
201.0,107.0,65.0,1
226.0,98.0,66.0,2
206.0,104.0,65.0,1
201.0,102.0,64.0,1
193.0,92.0,66.0,0
203.0,99.0,67.0,1
196.0,83.0,67.0,0
193.0,81.0,65.0,0
196.0,88.0,65.0,0
198.0,95.0,65.0,1
208.0,95.0,65.0,1
188.0,77.0,66.0,0
196.0,92.0,65.0,0
190.0,81.0,105.0,0
196.0,88.0,66.0,0
193.0,79.0,65.0,0
196.0,81.0,65.0,0
196.0,88.0,65.0,0
201.0,88.0,65.0,1
203.0,102.0,65.0,1
208.0,111.0,64.0,1
211.0,97.0,65.0,1
201.0,86.0,66.0,0
196.0,87.0,66.0,0
196.0,88.0,66.0,0
203.0,95.0,66.0,1
201.0,90.0,65.0,1
185.0,79.0,68.0,0
190.0,85.0,81.0,0
206.0,102.0,64.0,1
216.0,108.0,72.0,1
206.0,92.0,64.0,1
211.0,97.0,64.0,1
221.0,104.0,65.0,2
213.0,111.0,66.0,1
196.0,97.0,64.0,1
193.0,95.0,65.0,0
203.0,95.0,64.0,1
208.0,97.0,64.0,1
203.0,99.0,65.0,1
201.0,95.0,63.0,1
198.0,81.0,64.0,0
201.0,92.0,65.0,1
185.0,72.0,65.0,0
203.0,92.0,66.0,1
208.0,92.0,65.0,1
190.0,86.0,64.0,0
188.0,83.0,92.0,0
198.0,86.0,64.0,0
193.0,83.0,64.0,0
206.0,95.0,64.0,1
206.0,97.0,68.0,1
206.0,102.0,72.0,1
211.0,113.0,64.0,1
208.0,104.0,64.0,1
206.0,111.0,65.0,1
183.0,88.0,65.0,0
193.0,92.0,64.0,0
201.0,86.0,65.0,0
201.0,99.0,64.0,1
206.0,97.0,65.0,1
206.0,99.0,65.0,1
208.0,104.0,69.0,1
188.0,83.0,65.0,0
203.0,104.0,64.0,1
216.0,108.0,65.0,1
203.0,97.0,65.0,1
193.0,83.0,64.0,0
208.0,98.0,65.0,1
224.0,103.0,65.0,2
190.0,88.0,64.0,0
211.0,111.0,65.0,1
188.0,77.0,64.0,0
190.0,86.0,64.0,0
190.0,86.0,65.0,0
198.0,95.0,64.0,1
188.0,79.0,64.0,0
211.0,102.0,64.0,1
193.0,81.0,64.0,0
206.0,104.0,65.0,1
208.0,104.0,65.0,1
190.0,80.0,63.0,0
193.0,83.0,66.0,0
188.0,79.0,64.0,0
193.0,79.0,66.0,0
198.0,95.0,66.0,1
211.0,117.0,66.0,1
201.0,97.0,67.0,1
206.0,106.0,65.0,1
198.0,114.0,62.0,2
198.0,95.0,62.0,1
216.0,106.0,64.0,1
206.0,108.0,66.0,1
198.0,83.0,65.0,0
188.0,83.0,63.0,0
206.0,101.0,63.0,1
201.0,97.0,63.0,1
196.0,95.0,66.0,1
206.0,102.0,64.0,1
216.0,104.0,66.0,1
190.0,74.0,63.0,0
201.0,90.0,65.0,1
203.0,92.0,63.0,1
196.0,99.0,63.0,1
196.0,83.0,63.0,0
190.0,83.0,63.0,0
190.0,90.0,63.0,0
213.0,106.0,62.0,1
193.0,83.0,64.0,0
190.0,83.0,63.0,0
188.0,86.0,63.0,0
213.0,95.0,64.0,1
211.0,106.0,65.0,1
198.0,88.0,62.0,0
201.0,97.0,63.0,1
211.0,108.0,63.0,1
206.0,99.0,63.0,1
213.0,115.0,62.0,1
206.0,106.0,64.0,1
208.0,106.0,63.0,1
206.0,97.0,63.0,1
201.0,99.0,63.0,1
190.0,83.0,63.0,0
206.0,97.0,65.0,1
211.0,108.0,71.0,1
198.0,95.0,65.0,1
196.0,83.0,63.0,0
203.0,95.0,63.0,1
193.0,90.0,63.0,0
196.0,77.0,64.0,0
185.0,77.0,63.0,0
201.0,95.0,64.0,1
198.0,95.0,63.0,1
206.0,102.0,63.0,1
206.0,104.0,63.0,1
211.0,108.0,65.0,1
190.0,88.0,63.0,0
190.0,88.0,63.0,0
208.0,99.0,65.0,1
188.0,79.0,72.0,0
188.0,79.0,64.0,0
183.0,86.0,64.0,0
190.0,83.0,63.0,0
190.0,79.0,63.0,0
201.0,99.0,64.0,1
178.0,73.0,62.0,0
188.0,79.0,63.0,0
213.0,113.0,61.0,1
216.0,114.0,63.0,2
231.0,90.0,63.0,2
213.0,106.0,62.0,1
203.0,99.0,62.0,1
201.0,102.0,62.0,1
190.0,86.0,63.0,0
203.0,104.0,62.0,1
198.0,95.0,63.0,1
213.0,106.0,67.0,1
208.0,108.0,64.0,1
190.0,86.0,62.0,0
213.0,108.0,63.0,1
203.0,106.0,65.0,1
203.0,106.0,65.0,1
203.0,97.0,66.0,1
203.0,97.0,66.0,1
203.0,92.0,67.0,1
196.0,88.0,62.0,0
211.0,104.0,66.0,1
198.0,92.0,65.0,1
198.0,92.0,65.0,1
203.0,108.0,63.0,1
211.0,111.0,68.0,1
193.0,83.0,62.0,0
211.0,115.0,63.0,1
213.0,113.0,62.0,1
208.0,97.0,63.0,1
206.0,113.0,62.0,1
201.0,92.0,63.0,1
206.0,96.0,63.0,1
198.0,83.0,62.0,0
201.0,92.0,62.0,1
203.0,95.0,63.0,1
201.0,95.0,64.0,1
190.0,81.0,64.0,0
188.0,83.0,67.0,0
198.0,90.0,62.0,0
203.0,102.0,62.0,1
193.0,81.0,64.0,0
206.0,88.0,62.0,1
190.0,88.0,62.0,0
213.0,113.0,63.0,1
203.0,90.0,63.0,1
196.0,88.0,66.0,0
206.0,97.0,62.0,1
201.0,85.0,63.0,0
213.0,113.0,63.0,1
203.0,99.0,63.0,1
208.0,99.0,62.0,1
208.0,102.0,63.0,1
206.0,108.0,61.0,1
188.0,80.0,63.0,0
216.0,115.0,62.0,2
188.0,83.0,62.0,0
168.0,60.0,62.0,0
213.0,111.0,62.0,1
198.0,83.0,62.0,0
201.0,86.0,60.0,0
203.0,90.0,63.0,1
201.0,97.0,61.0,1
203.0,98.0,62.0,1
213.0,102.0,62.0,1
203.0,97.0,61.0,1
203.0,106.0,64.0,1
201.0,83.0,62.0,0
206.0,116.0,62.0,1
206.0,106.0,64.0,1
193.0,86.0,61.0,0
213.0,111.0,60.0,1
188.0,74.0,62.0,0
190.0,88.0,61.0,0
216.0,113.0,63.0,2
213.0,124.0,61.0,2
211.0,106.0,63.0,1
203.0,102.0,61.0,1
196.0,92.0,62.0,0
198.0,83.0,61.0,0
203.0,95.0,60.0,1
193.0,88.0,61.0,0
201.0,88.0,62.0,1
190.0,86.0,62.0,0
190.0,83.0,61.0,0
201.0,86.0,61.0,0
203.0,99.0,81.0,1
198.0,88.0,63.0,0
208.0,111.0,61.0,1
206.0,106.0,61.0,1
206.0,99.0,61.0,1
208.0,104.0,65.0,1
206.0,99.0,63.0,1
198.0,90.0,61.0,0
201.0,90.0,62.0,1
196.0,88.0,61.0,0
211.0,106.0,63.0,1
198.0,81.0,62.0,0
201.0,86.0,62.0,0
188.0,77.0,62.0,0
203.0,99.0,61.0,1
196.0,81.0,62.0,0
201.0,95.0,62.0,1
183.0,77.0,61.0,0
201.0,95.0,64.0,1
208.0,102.0,62.0,1
196.0,90.0,63.0,0
211.0,104.0,61.0,1
213.0,95.0,63.0,1
196.0,79.0,64.0,0
185.0,81.0,61.0,0
198.0,95.0,61.0,1
190.0,77.0,60.0,0
196.0,95.0,61.0,1
211.0,104.0,61.0,1
201.0,88.0,62.0,1
180.0,72.0,61.0,0
203.0,95.0,61.0,1
211.0,102.0,60.0,1
188.0,86.0,61.0,0
188.0,83.0,74.0,0
196.0,83.0,62.0,0
211.0,102.0,63.0,1
196.0,95.0,62.0,1
211.0,99.0,63.0,1
188.0,83.0,61.0,0
208.0,104.0,61.0,1
206.0,104.0,60.0,1
198.0,95.0,59.0,1
193.0,77.0,60.0,0
160.0,61.0,60.0,0
203.0,95.0,64.0,1
206.0,92.0,61.0,1
201.0,105.0,60.0,1
180.0,77.0,60.0,0
188.0,81.0,75.0,0
193.0,86.0,61.0,0
208.0,102.0,60.0,1
196.0,95.0,60.0,1
188.0,77.0,61.0,0
206.0,104.0,61.0,1
208.0,97.0,60.0,1
196.0,88.0,61.0,0
211.0,106.0,61.0,1
196.0,90.0,60.0,0
178.0,74.0,65.0,0
185.0,81.0,60.0,0
201.0,97.0,76.0,1
206.0,99.0,60.0,1
203.0,108.0,63.0,1
193.0,95.0,61.0,0
198.0,90.0,62.0,0
201.0,88.0,60.0,0
211.0,104.0,61.0,1
206.0,92.0,59.0,1
201.0,83.0,60.0,0
206.0,97.0,61.0,1
213.0,117.0,63.0,1
196.0,102.0,61.0,1
206.0,99.0,62.0,1
218.0,117.0,60.0,2
203.0,97.0,61.0,1
203.0,95.0,60.0,1
211.0,99.0,61.0,1
198.0,104.0,61.0,1
203.0,96.0,62.0,1
206.0,99.0,60.0,1
190.0,77.0,60.0,0
208.0,117.0,67.0,1
180.0,72.0,60.0,0
196.0,83.0,62.0,0
193.0,97.0,61.0,0
193.0,88.0,61.0,0
213.0,111.0,61.0,1
185.0,83.0,66.0,0
203.0,90.0,60.0,1
188.0,77.0,60.0,0
201.0,86.0,61.0,0
203.0,90.0,61.0,1
196.0,90.0,69.0,0
203.0,102.0,61.0,1
211.0,104.0,61.0,1
208.0,104.0,61.0,1
203.0,99.0,60.0,1
180.0,83.0,59.0,0
201.0,86.0,58.0,0
203.0,92.0,61.0,1
198.0,86.0,62.0,0
180.0,74.0,60.0,0
206.0,111.0,60.0,1
211.0,108.0,59.0,1
208.0,104.0,61.0,1
193.0,83.0,58.0,0
201.0,88.0,58.0,0
198.0,88.0,62.0,0
198.0,88.0,62.0,0
196.0,97.0,59.0,1
196.0,99.0,59.0,1
190.0,86.0,60.0,0
203.0,111.0,59.0,2
216.0,108.0,61.0,1
201.0,94.0,60.0,1
201.0,92.0,61.0,1
190.0,88.0,60.0,0
188.0,83.0,59.0,0
213.0,106.0,60.0,1
203.0,99.0,60.0,1
198.0,97.0,61.0,1
190.0,83.0,60.0,0
203.0,88.0,60.0,0
198.0,104.0,58.0,1
196.0,90.0,60.0,0
208.0,108.0,61.0,1
190.0,86.0,59.0,0
216.0,111.0,59.0,2
178.0,79.0,60.0,0
201.0,79.0,59.0,0
206.0,95.0,59.0,1
190.0,79.0,60.0,0
201.0,88.0,59.0,0
198.0,104.0,59.0,1
211.0,111.0,59.0,1
211.0,120.0,59.0,2
180.0,74.0,62.0,0
206.0,102.0,59.0,1
203.0,102.0,59.0,1
198.0,97.0,60.0,1
208.0,104.0,59.0,1
193.0,81.0,60.0,0
201.0,92.0,59.0,1
203.0,95.0,59.0,1
190.0,86.0,59.0,0
196.0,74.0,61.0,0
208.0,102.0,62.0,1
213.0,108.0,60.0,1
206.0,90.0,60.0,1
208.0,99.0,61.0,1
188.0,77.0,61.0,0
196.0,97.0,60.0,1
208.0,117.0,59.0,2
183.0,77.0,60.0,0
196.0,81.0,61.0,0
203.0,113.0,64.0,1
211.0,104.0,60.0,1
208.0,102.0,59.0,1
211.0,106.0,61.0,1
198.0,86.0,59.0,0
185.0,79.0,61.0,0
208.0,104.0,60.0,1
224.0,113.0,59.0,2
190.0,81.0,60.0,0
188.0,79.0,59.0,0
196.0,90.0,85.0,1
211.0,97.0,60.0,1
193.0,79.0,60.0,0
201.0,106.0,60.0,1
188.0,81.0,62.0,0
193.0,83.0,59.0,0
188.0,82.0,80.0,0
206.0,102.0,61.0,1
198.0,92.0,57.0,0
201.0,102.0,58.0,1
201.0,102.0,58.0,1
180.0,73.0,58.0,0
198.0,95.0,61.0,1
201.0,95.0,60.0,1
183.0,81.0,58.0,0
201.0,97.0,57.0,1
203.0,99.0,60.0,1
198.0,95.0,58.0,1
206.0,113.0,61.0,1
198.0,97.0,59.0,1
203.0,120.0,59.0,2
198.0,86.0,60.0,0
206.0,102.0,58.0,1
185.0,77.0,58.0,0
216.0,110.0,57.0,2
183.0,81.0,59.0,0
206.0,95.0,59.0,1
193.0,90.0,60.0,0
213.0,102.0,70.0,1
203.0,92.0,57.0,1
206.0,95.0,58.0,1
203.0,90.0,62.0,1
170.0,63.0,59.0,0
190.0,81.0,59.0,0
206.0,97.0,58.0,1
